survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size
1,1,0,-0.6013858055764857,0,0,0.9786782255497687,2,First,0,False,D,Southampton,yes,True,1
0,3,1,-0.26236111066006756,0,0,-0.5724307385199453,2,Third,1,True,,Southampton,no,True,1
0,3,1,,0,0,-0.5760283150646208,1,Third,1,True,,Queenstown,no,True,1
1,1,1,3.3991055944372484,0,0,-0.08306734492722773,2,First,1,True,A,Southampton,yes,True,1
0,3,1,1.4327623639220233,0,0,-0.591062864181477,2,Third,1,True,,Southampton,no,True,1
1,1,1,0.14446852323963422,0,0,-0.07199787863591844,0,First,1,True,B,Cherbourg,yes,True,1
0,1,1,,0,0,-0.747235322405785,2,First,1,True,,Southampton,no,True,1
0,3,0,-1.4150450733758893,3,2,-0.12955910335072676,2,Third,0,False,,Southampton,no,False,6
0,2,1,0.07666358425635059,1,1,-0.1660883421120474,2,Second,1,True,,Southampton,no,False,3
0,3,0,0.7547129740891869,0,5,0.13140356446688975,2,Third,0,False,,Southampton,no,False,6
0,3,1,,1,0,-0.3907985078256259,2,Third,1,True,,Southampton,no,False,2
0,3,0,-1.8896796462588747,3,2,-0.12955910335072676,2,Third,0,False,,Southampton,no,False,6
1,3,1,,0,0,0.5035213849953176,2,Third,1,True,,Southampton,yes,True,1
1,1,1,1.2293475469721722,1,0,0.9514672635124725,0,First,1,True,D,Cherbourg,yes,False,2
1,1,1,1.7717870588384412,0,0,0.038696784277174455,0,First,1,True,A,Cherbourg,yes,True,1
0,3,1,,0,0,-0.5800863814070147,2,Third,1,True,,Southampton,no,True,1
1,3,0,-0.4657759276099184,0,0,-0.5800863814070147,2,Third,0,False,,Southampton,yes,True,1
1,2,0,-0.8048006225263366,0,1,-0.23803987300555776,2,Second,0,False,,Southampton,yes,False,2
0,3,1,-0.6013858055764857,0,0,-0.5605310622567878,2,Third,1,True,,Southampton,no,True,1
1,3,0,,0,0,-0.5739051914299477,1,Third,0,False,,Queenstown,yes,True,1
0,3,0,-0.8048006225263366,0,0,-0.5977975274731097,1,Third,0,False,,Queenstown,no,True,1
0,2,1,-0.3979709886266348,2,0,0.8799762224166804,2,Second,1,True,,Southampton,no,False,3
0,3,0,0.14446852323963422,1,1,-0.40408186737519713,1,Third,0,False,,Queenstown,no,False,3
0,2,1,-0.4657759276099184,0,0,-0.45942919883174355,2,Second,1,True,,Southampton,no,True,1
0,1,1,1.9073969368050085,0,2,1.7605522658903345,0,First,1,True,D,Cherbourg,no,False,3
1,1,1,1.3649574249387395,2,0,2.211633017261188,2,First,1,True,,Southampton,yes,False,3
0,3,1,0.6869080351059033,0,0,-0.5872815344963658,0,Third,1,True,,Cherbourg,no,True,1
0,1,1,1.1615426079888886,0,0,-0.18075538494803223,2,First,1,True,E,Southampton,no,True,1
0,3,1,0.41568827917276874,0,0,-0.5812863115529927,2,Third,1,True,,Southampton,no,True,1
1,3,1,-0.6691907445597693,1,0,-0.5717842816885328,2,Third,1,True,,Southampton,yes,False,2
0,2,1,0.14446852323963422,2,0,0.8799762224166804,2,Second,1,True,,Southampton,no,False,3
0,3,1,,0,0,-0.5751051215759256,2,Third,1,True,,Southampton,no,True,1
0,3,1,0.8903228520557541,0,0,-0.5690169151157055,2,Third,1,True,,Southampton,no,True,1
1,1,0,,1,0,0.40398917189038097,2,First,0,False,C,Southampton,yes,False,2
1,2,0,0.6869080351059033,1,1,0.11618304831633948,2,Second,0,False,,Southampton,yes,False,3
0,1,1,0.07666358425635059,1,0,0.40398917189038097,2,First,1,True,B,Southampton,no,False,2
0,2,1,2.721056204604412,0,0,-0.51477653028829,2,Second,1,True,,Southampton,no,True,1
1,2,1,0.07666358425635059,0,0,-0.45942919883174355,2,Second,1,True,,Southampton,yes,True,1
0,3,1,-0.8048006225263366,0,0,-0.5751051215759256,2,Third,1,True,,Southampton,no,True,1
0,3,1,-0.364068519134993,0,0,-0.5690169151157055,2,Third,1,True,,Southampton,no,True,1
1,3,0,-0.8048006225263366,0,0,-0.5293505896074279,2,Third,0,False,,Southampton,yes,True,1
0,3,0,0.8903228520557541,1,6,0.2910806157190262,2,Third,0,False,,Southampton,no,False,8
1,1,1,0.41568827917276874,0,1,5.061467113958765,0,First,1,True,B,Cherbourg,yes,False,2
0,3,0,,0,0,-0.5670797585147264,1,Third,0,False,,Queenstown,no,True,1
1,1,1,-0.19455617167678393,0,0,0.9514672635124725,0,First,1,True,D,Cherbourg,yes,True,1
0,3,1,-0.6691907445597693,0,0,-0.5430036693311286,2,Third,1,True,,Southampton,no,True,1
0,3,1,-1.076020378459471,5,2,0.2910806157190262,2,Third,0,False,,Southampton,no,False,8
0,2,1,2.0430068147715756,1,1,0.11618304831633948,2,Second,1,True,,Southampton,no,False,3
0,2,1,-0.33016604964335117,1,2,0.17328378323342933,0,Second,1,True,,Cherbourg,no,False,4
0,3,1,-1.076020378459471,4,1,0.13140356446688975,2,Third,0,False,,Southampton,no,False,6
0,3,1,-0.736995683543053,0,0,-0.522064666894488,2,Third,1,True,,Southampton,no,True,1
0,3,1,-0.8048006225263366,0,0,-0.5746446317782071,2,Third,1,True,,Southampton,no,True,1
1,1,0,-1.0082154394761875,0,1,3.931551342273369,2,First,0,False,B,Southampton,yes,False,2
1,1,1,0.07666358425635059,1,0,0.5146838348034739,2,First,1,True,B,Southampton,yes,False,2
1,3,0,-1.7540697682923074,0,1,-0.4502039056245664,0,Third,0,False,,Cherbourg,yes,False,2
0,3,1,-0.33016604964335117,0,0,-0.5872815344963658,0,Third,1,True,,Cherbourg,no,True,1
0,1,1,2.0430068147715756,0,0,-0.15944666233726182,2,First,1,True,,Southampton,no,True,1
0,2,1,1.5005673029053068,0,0,-0.44835973254043426,2,Second,1,True,,Southampton,no,True,1
1,3,0,,0,0,-0.5760283150646208,1,Third,0,False,,Queenstown,yes,True,1
0,1,1,1.297152485955456,1,1,1.7076025808324857,0,First,1,True,C,Cherbourg,no,False,3
0,3,1,0.8225179130724705,0,0,-0.577872488148753,2,Third,1,True,F,Southampton,no,True,1
1,1,0,-0.8048006225263366,1,0,4.289925313454507,0,First,0,False,C,Cherbourg,yes,False,2
1,1,1,0.34788334018948514,0,0,-0.16525813214019916,2,First,1,True,E,Southampton,yes,True,1
0,3,0,-0.8048006225263366,0,1,-0.4272347630700996,0,Third,0,False,,Cherbourg,no,False,2
0,3,1,-0.33016604964335117,0,0,-0.5758423480309268,1,Third,1,True,,Queenstown,no,True,1
0,3,1,-0.26236111066006756,1,0,-0.5733517181153822,2,Third,1,True,,Southampton,no,False,2
0,2,1,0.6191030961226196,0,0,-0.17162307525770204,2,Second,1,True,,Southampton,no,True,1
1,2,0,1.0259327300223213,0,0,-0.44835973254043426,2,Second,0,False,,Southampton,yes,True,1
1,1,1,0.8225179130724705,0,0,-0.16525813214019916,2,First,1,True,E,Southampton,yes,True,1
1,1,0,-0.533580866593202,0,0,2.6079199104900606,2,First,0,False,,Southampton,yes,True,1
1,1,0,-0.3979709886266348,0,0,0.3487348239506815,0,First,0,False,C,Cherbourg,yes,True,1
0,1,1,,0,0,-0.15944666233726182,2,First,1,True,C,Southampton,no,True,1
1,1,1,1.2293475469721722,1,0,0.40398917189038097,2,First,1,True,C,Southampton,yes,False,2
0,3,1,-0.05894629371021667,0,0,-0.5372851830450384,2,Third,1,True,,Southampton,no,True,1
0,2,1,1.5005673029053068,0,0,-0.45942919883174355,2,Second,1,True,,Southampton,no,True,1
0,3,1,-0.736995683543053,0,0,-0.577872488148753,2,Third,1,True,F,Southampton,no,True,1
1,1,0,0.5512981571393359,0,0,4.289925313454507,0,First,0,False,C,Cherbourg,yes,True,1
1,2,0,-0.19455617167678393,0,0,-0.51477653028829,2,Second,0,False,E,Southampton,yes,True,1
0,3,1,,0,0,-0.40408186737519713,1,Third,1,True,,Queenstown,no,True,1
0,3,1,0.21227346222291785,0,0,-0.5751051215759256,2,Third,1,True,,Southampton,no,True,1
1,2,0,-1.6184598903257401,0,1,-0.01665054717937199,2,Second,0,False,,Southampton,yes,False,2
0,3,1,-0.8726055615096202,1,0,-0.591062864181477,2,Third,1,True,,Southampton,no,False,2
0,2,1,0.2800784012062015,0,0,-0.45942919883174355,2,Second,1,True,,Southampton,no,True,1
0,2,1,1.3649574249387395,0,0,-0.45942919883174355,2,Second,1,True,,Southampton,no,True,1
1,1,1,-0.19455617167678393,1,0,0.42834199773126147,2,First,1,True,E,Southampton,yes,False,2
0,3,1,-0.6691907445597693,0,0,-0.5554568189088516,2,Third,1,True,,Southampton,no,True,1
1,2,0,0.00885864527306696,3,0,-0.2823177381707949,2,Second,0,False,,Southampton,yes,False,4
1,3,0,,0,0,-0.5759353315477738,1,Third,0,False,,Queenstown,yes,True,1
0,2,1,-0.33016604964335117,1,0,-0.17162307525770204,2,Second,1,True,,Southampton,no,False,2
0,3,0,-0.33016604964335117,1,0,-0.5717842816885328,2,Third,0,False,,Southampton,no,False,2
1,1,0,-0.05894629371021667,0,0,3.931551342273369,2,First,0,False,B,Southampton,yes,True,1
0,3,1,-1.279435195409322,0,0,-0.3313001265098385,0,Third,0,False,,Cherbourg,no,True,1
0,3,1,-0.09284876320185849,0,0,-0.3907985078256259,2,Third,1,True,,Southampton,no,True,1
0,3,0,1.2293475469721722,1,3,0.013790485121728554,2,Third,0,False,,Southampton,no,False,5
1,1,1,0.34788334018948514,0,0,5.061467113958765,0,First,1,True,B,Cherbourg,yes,True,1
1,1,1,,0,0,-0.08306734492722773,2,First,1,True,D,Southampton,yes,True,1
0,1,1,0.41568827917276874,1,0,0.9984195117336897,2,First,1,True,C,Southampton,no,False,2
1,1,0,-0.6013858055764857,2,2,5.061467113958765,0,First,0,False,B,Cherbourg,yes,False,5
0,3,1,-0.3979709886266348,1,0,-0.3907985078256259,2,Third,1,True,,Southampton,no,False,2
1,3,1,0.07666358425635059,0,0,-0.5717842816885328,2,Third,1,True,,Southampton,yes,True,1
0,1,1,2.721056204604412,1,1,0.824628890960134,2,First,1,True,B,Southampton,no,False,3
0,3,1,-0.9404105004929039,1,1,-0.29892193760775887,2,Third,1,True,,Southampton,no,False,3
1,2,0,0.00885864527306696,0,0,-0.45942919883174355,2,Second,0,False,,Southampton,yes,True,1
0,1,1,-0.736995683543053,1,0,0.42834199773126147,2,First,1,True,D,Southampton,no,False,2
0,3,1,0.07666358425635059,0,0,-0.5756585948904911,1,Third,1,True,,Queenstown,no,True,1
1,2,0,-1.7540697682923074,1,1,-0.23803987300555776,2,Second,0,False,,Southampton,yes,False,3
1,3,1,-1.6184598903257401,0,1,-0.4710521384376183,2,Third,0,False,E,Southampton,yes,False,2
0,3,1,0.21227346222291785,0,0,-0.5369154628709086,2,Third,1,True,,Southampton,no,True,1
0,3,1,-0.4657759276099184,0,0,-0.5724307385199453,2,Third,1,True,,Southampton,no,True,1
1,2,0,1.2293475469721722,1,2,0.6917952954644225,2,Second,0,False,,Southampton,yes,False,4
1,2,1,-1.9798602151066418,1,1,-0.4262207999578157,2,Second,0,False,,Southampton,yes,False,3
0,3,1,-0.1267512326935003,0,0,-0.5746446317782071,2,Third,1,True,,Southampton,no,True,1
1,1,0,0.21227346222291785,0,0,1.167782345990722,2,First,0,False,B,Southampton,yes,True,1
0,3,1,0.7547129740891869,0,0,-0.5894954277546277,2,Third,1,True,,Southampton,no,True,1
1,3,1,-0.6691907445597693,0,0,-0.5871885509795188,0,Third,1,True,,Cherbourg,yes,True,1
1,1,0,0.41568827917276874,1,2,1.9094365875084442,2,First,0,False,B,Southampton,yes,False,4
0,3,1,-0.9404105004929039,0,0,-0.5751051215759256,2,Third,1,True,,Southampton,no,True,1
1,1,0,1.4327623639220233,1,0,0.9786782255497687,2,First,0,False,D,Southampton,yes,False,2
0,1,1,,0,0,0.12946640786591065,0,First,1,True,,Cherbourg,no,True,1
0,3,0,0.04276111476470878,0,0,-0.5756585948904911,1,Third,0,False,,Queenstown,no,True,1
0,3,1,,1,0,-0.21258010053554643,1,Third,1,True,,Queenstown,no,False,2
0,3,1,0.14446852323963422,0,0,-0.5620984986836371,2,Third,1,True,,Southampton,no,True,1
0,3,1,-0.3979709886266348,0,0,-0.5369154628709086,2,Third,1,True,,Southampton,no,True,1
0,3,1,1.2293475469721722,0,0,-0.5733517181153822,2,Third,1,True,,Southampton,no,True,1
0,2,0,1.839591997821725,0,0,-0.51477653028829,2,Second,0,False,E,Southampton,no,True,1
1,2,0,1.6361771808718741,1,3,-0.23803987300555776,2,Second,0,False,,Southampton,yes,False,5
0,3,1,-0.8048006225263366,0,0,-0.5756585948904911,2,Third,1,True,,Southampton,no,True,1
0,3,1,,0,0,-0.5756585948904911,1,Third,1,True,F,Queenstown,no,True,1
1,3,0,-1.6862648293090239,0,0,-0.4710521384376183,2,Third,0,False,,Southampton,yes,True,1
0,3,1,,0,0,-0.5759353315477738,1,Third,1,True,,Queenstown,no,True,1
1,1,0,0.8903228520557541,0,1,3.931551342273369,2,First,0,False,B,Southampton,yes,False,2
1,3,0,-1.1438253174427548,0,0,-0.5871885509795188,0,Third,0,False,,Cherbourg,yes,True,1
1,1,0,-0.8726055615096202,1,0,0.5146838348034739,2,First,0,False,B,Southampton,yes,False,2
0,1,1,-0.05894629371021667,0,0,-0.08306734492722773,2,First,1,True,D,Southampton,no,True,1
0,3,1,,1,2,-0.22807735334337942,2,Third,1,True,,Southampton,no,False,4
0,3,1,-0.33016604964335117,0,0,-0.5911558476983241,2,Third,1,True,,Southampton,no,True,1
0,3,1,-0.33016604964335117,0,0,-0.5867280611818004,2,Third,1,True,,Southampton,no,True,1
1,3,0,-0.8048006225263366,0,0,-0.5812863115529927,2,Third,0,False,,Southampton,yes,True,1
0,3,1,-1.4828500123591728,4,1,-0.10243891093701898,1,Third,0,False,,Queenstown,no,False,6
1,3,1,-1.9574845852421583,1,2,-0.29172678451840783,2,Third,0,False,,Southampton,yes,False,4
0,1,1,1.093737669005605,0,0,1.0061681381376064,0,First,1,True,B,Cherbourg,no,True,1
0,2,1,-0.9404105004929039,0,0,-0.17162307525770204,2,Second,1,True,,Southampton,no,True,1
0,1,1,,0,0,-0.06766307563624176,0,First,1,True,,Cherbourg,no,True,1
0,3,1,-0.33016604964335117,0,0,-0.5724307385199453,2,Third,1,True,,Southampton,no,True,1
0,2,1,0.6191030961226196,0,0,-0.45942919883174355,2,Second,1,True,,Southampton,no,True,1
1,1,0,1.297152485955456,0,0,-0.1731905116845514,2,First,0,False,D,Southampton,yes,True,1
1,3,0,0.07666358425635059,0,0,-0.5549963291111332,2,Third,0,False,,Southampton,yes,True,1
0,3,1,0.00885864527306696,0,0,-0.5871885509795188,0,Third,1,True,,Cherbourg,no,True,1
0,3,0,0.00885864527306696,1,1,-0.21258010053554643,2,Third,0,False,,Southampton,no,False,3
1,2,0,0.07666358425635059,1,1,-0.1660883421120474,2,Second,0,False,,Southampton,yes,False,3
1,1,1,-1.279435195409322,1,2,1.9094365875084442,2,First,0,False,B,Southampton,yes,False,4
1,3,1,-1.9968114498524627,0,1,-0.5586846752793975,0,Third,0,False,,Cherbourg,yes,False,2
1,3,1,-0.19455617167678393,0,0,-0.5928162676420204,2,Third,1,True,,Southampton,yes,True,1
0,3,1,0.07666358425635059,0,0,-0.5751051215759256,2,Third,1,True,,Southampton,no,True,1
0,1,1,0.6191030961226196,0,0,-0.747235322405785,2,First,1,True,A,Southampton,no,True,1
0,3,0,-0.8048006225263366,0,0,-0.5751051215759256,2,Third,0,False,,Southampton,no,True,1
1,1,0,0.21227346222291785,1,0,0.42834199773126147,2,First,0,False,E,Southampton,yes,False,2
0,3,1,-0.26236111066006756,0,0,-0.572614491660381,2,Third,1,True,,Southampton,no,True,1
0,3,1,0.6191030961226196,0,0,-0.21258010053554643,2,Third,1,True,,Southampton,no,True,1
0,2,1,0.34788334018948514,0,0,-0.51477653028829,2,Second,1,True,,Southampton,no,True,1
0,3,0,-1.6184598903257401,4,2,-0.05484020588438907,2,Third,0,False,,Southampton,no,False,7
0,3,1,0.04276111476470878,0,0,-0.5690169151157055,2,Third,1,True,,Southampton,no,True,1
0,1,1,,0,0,-0.747235322405785,2,First,1,True,B,Southampton,no,True,1
0,3,0,-0.4657759276099184,0,0,-0.5717842816885328,2,Third,0,False,,Southampton,no,True,1
0,2,1,0.07666358425635059,1,1,0.07199816666794925,0,Second,1,True,,Cherbourg,no,False,3
0,3,1,0.8903228520557541,0,0,-0.6044392072478952,2,Third,1,True,,Southampton,no,True,1
0,3,1,-1.3472401343926057,3,2,-0.12955910335072676,2,Third,0,False,,Southampton,no,False,6
1,1,0,1.5005673029053068,1,1,1.322754874069052,2,First,0,False,B,Southampton,yes,False,3
1,3,1,-0.19455617167678393,0,0,-0.5554568189088516,2,Third,1,True,,Southampton,yes,True,1
0,1,1,0.5512981571393359,0,0,-0.747235322405785,2,First,1,True,,Southampton,no,True,1
1,3,0,-0.19455617167678393,0,1,-0.4710521384376183,2,Third,0,False,E,Southampton,yes,False,2
0,3,1,-1.8896796462588747,4,1,0.13140356446688975,2,Third,0,False,,Southampton,no,False,6
0,3,1,,0,0,-0.593369740956586,1,Third,1,True,,Queenstown,no,True,1
0,3,1,,0,0,0.5035213849953176,2,Third,1,True,,Southampton,no,True,1
1,2,1,-1.9574845852421583,0,2,0.07199816666794925,0,Second,0,False,,Cherbourg,yes,False,3
1,3,1,,0,0,-0.5756585948904911,1,Third,1,True,,Queenstown,yes,True,1
1,1,0,2.1786166927381427,0,0,1.0238792842037012,3,First,0,False,B,,yes,True,1
1,3,0,-1.0082154394761875,1,0,-0.4272347630700996,0,Third,0,False,,Cherbourg,yes,False,2
1,2,1,-1.9690114248693167,1,1,-0.3321303364816867,2,Second,0,False,,Southampton,yes,False,3
0,3,1,-0.4657759276099184,0,0,-0.5733517181153822,2,Third,1,True,,Southampton,no,True,1
0,3,1,-0.8048006225263366,0,0,-0.5634821819700508,2,Third,1,True,,Southampton,no,True,1
1,1,0,0.6191030961226196,1,1,1.0938006749793854,0,First,0,False,E,Cherbourg,yes,False,3
0,3,1,-0.6013858055764857,0,0,-0.5554568189088516,2,Third,1,True,,Southampton,no,True,1
1,1,1,,0,0,-0.08970902470201332,0,First,1,True,C,Cherbourg,yes,True,1
0,3,1,-0.6691907445597693,0,0,-0.5717842816885328,2,Third,1,True,,Southampton,no,True,1
0,2,1,-0.9404105004929039,0,0,-0.51477653028829,2,Second,1,True,,Southampton,no,True,1
1,1,0,0.00885864527306696,0,0,-0.06092841234460915,0,First,0,False,,Cherbourg,yes,True,1
0,3,1,0.3139808706978433,0,0,-0.604715943905178,0,Third,1,True,,Cherbourg,no,True,1
0,3,1,0.8225179130724705,0,0,-0.5800863814070147,2,Third,1,True,,Southampton,no,True,1
0,3,1,0.34788334018948514,0,0,-0.5724307385199453,0,Third,1,True,,Cherbourg,no,True,1
0,2,1,-0.1267512326935003,0,1,-0.01665054717937199,2,Second,1,True,,Southampton,no,False,2
1,1,0,,1,0,1.2254365542223773,0,First,0,False,C,Cherbourg,yes,False,2
0,3,1,-1.7540697682923074,4,2,-0.05484020588438907,2,Third,0,False,,Southampton,no,False,7
0,3,1,2.9922759605375466,0,0,-0.5751051215759256,2,Third,1,True,,Southampton,no,True,1
0,3,0,-1.4150450733758893,1,1,-0.40970958403769875,0,Third,0,False,,Cherbourg,no,False,3
1,1,0,-0.9404105004929039,0,1,0.12503862134938687,2,First,0,False,D,Southampton,yes,False,2
0,2,0,0.9581277910390378,1,0,-0.17162307525770204,2,Second,0,False,,Southampton,no,False,2
1,3,0,-0.8048006225263366,0,1,-0.5402363027583014,2,Third,0,False,,Southampton,yes,False,2
1,1,0,1.0259327300223213,1,1,2.9027374340130176,2,First,0,False,,Southampton,yes,False,3
1,1,1,1.4327623639220233,0,0,-0.15944666233726182,2,First,1,True,E,Southampton,yes,True,1
1,3,0,-0.3979709886266348,0,3,-0.32087711704994176,0,Third,0,False,,Cherbourg,yes,False,4
0,3,1,0.7547129740891869,2,0,-0.4348926198504274,2,Third,1,True,,Southampton,no,False,3
0,2,1,-0.6013858055764857,1,0,-0.49263759770567145,2,Second,1,True,,Southampton,no,False,2
1,1,0,1.2293475469721722,0,0,-0.1731905116845514,2,First,0,False,D,Southampton,yes,True,1
0,2,1,-0.3979709886266348,0,0,-0.45942919883174355,2,Second,1,True,,Southampton,no,True,1
1,2,0,0.8225179130724705,0,0,-0.45942919883174355,2,Second,0,False,,Southampton,yes,True,1
1,2,0,-0.19455617167678393,1,0,-0.44042735299608204,0,Second,0,False,,Cherbourg,yes,False,2
0,1,1,0.07666358425635059,0,0,0.3706877894996062,2,First,1,True,A,Southampton,no,True,1
0,3,1,,0,0,-0.5369154628709086,2,Third,1,True,,Southampton,no,True,1
1,3,1,-1.7540697682923074,1,1,-0.5007559442837177,2,Third,0,False,,Southampton,yes,False,3
1,1,0,1.1615426079888886,1,1,0.4162585683276682,2,First,0,False,D,Southampton,yes,False,3
0,1,1,0.21227346222291785,0,0,-0.6365406594926922,2,First,1,True,B,Southampton,no,True,1
0,3,1,1.1615426079888886,0,0,-0.5479849291622179,2,Third,1,True,,Southampton,no,True,1
1,2,0,-0.1267512326935003,1,0,-0.2159009404229392,0,Second,0,False,,Cherbourg,yes,False,2
1,3,0,-1.0082154394761875,0,0,-0.5872815344963658,0,Third,0,False,,Cherbourg,yes,True,1
0,3,1,-0.6691907445597693,0,0,-0.5292598199838391,2,Third,1,True,,Southampton,no,True,1
1,1,0,1.7717870588384412,0,1,1.0938006749793854,0,First,0,False,C,Cherbourg,yes,False,2
1,2,0,-0.33016604964335117,0,1,-0.17162307525770204,2,Second,0,False,,Southampton,yes,False,2
0,3,1,0.21227346222291785,0,0,-0.5724307385199453,2,Third,1,True,,Southampton,no,True,1
0,3,0,-0.533580866593202,0,0,-0.5144068101141602,2,Third,0,False,,Southampton,no,True,1
0,2,1,-0.1267512326935003,0,0,-0.51477653028829,2,Second,1,True,,Southampton,no,True,1
0,3,0,0.6191030961226196,0,5,-0.10243891093701898,1,Third,0,False,,Queenstown,no,False,6
1,1,0,-0.736995683543053,0,0,-0.08306734492722773,2,First,0,False,B,Southampton,yes,True,1
0,3,0,,1,2,-0.22807735334337942,2,Third,0,False,,Southampton,no,False,4
1,1,1,-0.26236111066006756,0,0,-0.08306734492722773,0,First,1,True,C,Cherbourg,yes,True,1
0,3,1,0.14446852323963422,0,0,-0.5756585948904911,1,Third,1,True,,Queenstown,no,True,1
